"","Product","Name","Date","IndividualRating","Review"
"91","Lurrose 6Pcs Unisex Wavy Headband Metal Hair Hoop Ordinary Headwear Hair Accessories for Women and Men","AdVentHum","Reviewed in Australia on 13 August 2023","5.0 out of 5 stars","        I use these everyday and they are very comfortable  "
"92","Lurrose 6Pcs Unisex Wavy Headband Metal Hair Hoop Ordinary Headwear Hair Accessories for Women and Men","Ness","Reviewed in Australia on 20 January 2024","5.0 out of 5 stars","        great variety and comfy to wear  "
"93","Lurrose 6Pcs Unisex Wavy Headband Metal Hair Hoop Ordinary Headwear Hair Accessories for Women and Men","Bec","Reviewed in Australia on 16 December 2023","5.0 out of 5 stars","        Good set with a variety of waves for different holds on hair. I just leave them around in the bathroom and house for where I would mostly use these. Note that some pinch the side of the head behind the ear a bit so you can bend it a bit or push it back to not cause stress in those areas. The come with a rubber cover each side to reduce the sharp edges in these spots  "
"94","Lurrose 6Pcs Unisex Wavy Headband Metal Hair Hoop Ordinary Headwear Hair Accessories for Women and Men","Morella ","Reviewed in Australia on 21 July 2023","5.0 out of 5 stars","        I tried all of the headbands in this pack. All of them are very comfortable to wear & the tension of the wire didn’t hurt my head like other headbands did. I can take it off easily without having some of my hair stuck in the headband.  "
"95","Lurrose 6Pcs Unisex Wavy Headband Metal Hair Hoop Ordinary Headwear Hair Accessories for Women and Men","Phil","Reviewed in Australia on 15 October 2023","5.0 out of 5 stars","        I love the headbands... I get alot of compliments when I wear them. The postage was fast. Recommend  "
"96","Lurrose 6Pcs Unisex Wavy Headband Metal Hair Hoop Ordinary Headwear Hair Accessories for Women and Men","YY","Reviewed in Australia on 30 June 2023","5.0 out of 5 stars","        I thought these would be flimsy and terrible quality when I spend the $10 (approx) for the headbands but I was really surprised by the quality of these! They are woven metal with different styles and they are really, really good quality. Love these!! 😊  "
"97","Lurrose 6Pcs Unisex Wavy Headband Metal Hair Hoop Ordinary Headwear Hair Accessories for Women and Men","Beck","Reviewed in Australia on 22 August 2023","5.0 out of 5 stars","        Good quality, good variety, great price  "
"98","Lurrose 6Pcs Unisex Wavy Headband Metal Hair Hoop Ordinary Headwear Hair Accessories for Women and Men","Sally","Reviewed in Australia on 5 February 2023","5.0 out of 5 stars",NA
"99","Lurrose 6Pcs Unisex Wavy Headband Metal Hair Hoop Ordinary Headwear Hair Accessories for Women and Men","Goulter Amanda","Reviewed in Australia on 30 April 2023","5.0 out of 5 stars",NA
"100","Lurrose 6Pcs Unisex Wavy Headband Metal Hair Hoop Ordinary Headwear Hair Accessories for Women and Men",NA,NA,"5.0 out of 5 stars",NA
"101","Nizoral Anti-Dandruff Shampoo with 1% Ketoconazole, Fresh Scent, 7 Fl Oz","Anshul Pandey","Reviewed in Australia on 15 January 2024","4.6 out of 5 stars","        Good product, works as advertised and was delivered very quickly. Thanks  "
"102","Nizoral Anti-Dandruff Shampoo with 1% Ketoconazole, Fresh Scent, 7 Fl Oz","Syed Usman Hussain","Reviewed in Australia on 4 March 2024","5.0 out of 5 stars","        It calms the scalp asap, very good results. I recommend +++++  "
"103","Nizoral Anti-Dandruff Shampoo with 1% Ketoconazole, Fresh Scent, 7 Fl Oz","Anshul Pandey","Reviewed in Australia on 15 January 2024","3.0 out of 5 stars","        Persistent dandruff that my partner had for many years disappeared after one wash. Two months later and there is still no dandruff after using twice a week. Works in beard too.  "
"104","Nizoral Anti-Dandruff Shampoo with 1% Ketoconazole, Fresh Scent, 7 Fl Oz","MG","Reviewed in Australia on 19 November 2023","5.0 out of 5 stars","        This shampoo smells nice, has fine bobbles, rinse easily and it makes my scalp less oily and itchy. It doesn't irritate or dry your scalp. I feel like I want to use it everyday although I'm only suppose to use to 3 times a week. I really like it and recommend it. Great shampoo!  "
"105","Nizoral Anti-Dandruff Shampoo with 1% Ketoconazole, Fresh Scent, 7 Fl Oz","B","Reviewed in Australia on 15 October 2023","5.0 out of 5 stars","        Love the product and the service is very good and will be buying again in the future. thanks again  "
"106","Nizoral Anti-Dandruff Shampoo with 1% Ketoconazole, Fresh Scent, 7 Fl Oz","JJ ","Reviewed in Australia on 14 October 2023","5.0 out of 5 stars","        Great service. Many thanks.  "
"107","Nizoral Anti-Dandruff Shampoo with 1% Ketoconazole, Fresh Scent, 7 Fl Oz","Anthony Rutherford","Reviewed in Australia on 18 February 2024","5.0 out of 5 stars","        I heard this product from dermdoctor on YouTube. I had oily scalp, flaky dandruff, and the worst one, it hurts my scalp when I move my hair! I tried a few different anti dandruff shampoo, and they didn’t do much. But this! Nizoral worked on FIRST TRY!!! Seriously I can’t recommend this shampoo enough! My scalp immediately stopped hurting, very little flakes remained, not oily at all after 3-4 days. I wash my hair every Monday and Thursday, they always get oily and has this white oily buildup when I scratch my hair. Now I’m at my 3rd wash with Nizoral, my scalp doesn’t hurt at all, I haven’t seen any flakes for a few days, and it didn’t feel oily at all on this Monday so that I forgot to wash my hair lol. I’m so happy with this shampoo, and I’m so grateful to Dr. Shah and Dr. Maxfield.  "
"108","Nizoral Anti-Dandruff Shampoo with 1% Ketoconazole, Fresh Scent, 7 Fl Oz","David Reeves","Reviewed in Australia on 6 February 2024","5.0 out of 5 stars","        I got this for my husband who has suffered from dandruff and itchy scalp his whole life. Prior to using Nizoral he used to use head and shoulders. He used Nizoral for a week and the dry scalp, itchiness, and dandruff went away. This stuff is amazing, highly recommend.  "
"109","Nizoral Anti-Dandruff Shampoo with 1% Ketoconazole, Fresh Scent, 7 Fl Oz","Evian","Reviewed in Australia on 19 January 2023","5.0 out of 5 stars","        Nice product, very effective in getting rid of dandruff without drying the hair.  "
"110","Nizoral Anti-Dandruff Shampoo with 1% Ketoconazole, Fresh Scent, 7 Fl Oz","AR","Reviewed in Australia on 23 May 2023","5.0 out of 5 stars","        After the first shower, scalp stopped itching and flakes became unnoticeable. Currently on my second week now and I couldn't be any happier! I wish I had purchase this sooner.  "
"111","Nizoral Anti-Dandruff Shampoo with 1% Ketoconazole, Fresh Scent, 7 Fl Oz","Ibtihalat","Reviewed in Australia on 7 September 2023","5.0 out of 5 stars",NA
"112","Nizoral Anti-Dandruff Shampoo with 1% Ketoconazole, Fresh Scent, 7 Fl Oz","Debbie","Reviewed in Australia on 16 June 2023","5.0 out of 5 stars",NA
"113","Nizoral Anti-Dandruff Shampoo with 1% Ketoconazole, Fresh Scent, 7 Fl Oz",NA,NA,"5.0 out of 5 stars",NA
"114","Nizoral Anti-Dandruff Shampoo with 1% Ketoconazole, Fresh Scent, 7 Fl Oz","Anshul Pandey","Reviewed in Australia on 15 January 2024","4.6 out of 5 stars","        Prompt Delivery. Package was is except condition.  "
"115","Nizoral Anti-Dandruff Shampoo with 1% Ketoconazole, Fresh Scent, 7 Fl Oz","Syed Usman Hussain","Reviewed in Australia on 4 March 2024","5.0 out of 5 stars","        This shampoo is what I need for my scalp. I have been dealing with dry scalp for several months until I couldn't handle it anymore. My skin was itchy. I purchased this shampoo because of the reviews and they are true! The shampoo works! I am just buying a second one because mine is gone. I didn't use it for 6 months and now due to the dry Colorado weather, I am starting to experience some symptoms of dry scalp again. Anyways, its works!  "
"116","Nizoral Anti-Dandruff Shampoo with 1% Ketoconazole, Fresh Scent, 7 Fl Oz","Daniel J D'Souza","Reviewed in Australia on 25 October 2020","3.0 out of 5 stars","        I had a weird thing happen.  When I was in Aruba I was climbing onto a catamaran to go on a sunset cruise.  I slammed the top of my head on this overhang that literally said, “what your head.”  I saw stars.  I do believe I got a concussion.  Anyway - fast forward a month later and the area on my head was getting so itchy.  I kept trying different shampoos, serums, treatments, etc and nothing really helped.  All of a sudden last week that area on my head was itchier than ever and I almost died when I saw all of the flakes in my hair. I have black hair and it literally looked like I had been out in the snow.  I was horrified!!  I have never had this kind of issue of itchy, flaky scalp, ever!!  I tried Hair Envy, a hair serum that is supposed to help dry, flaky scalps.  I used a few other oils with no success.  I even put Aloe gel I got in Aruba on my scalp trying to soothe it.  All I wanted to do was scratch my head so hard, it was driving me crazy!!  I came on Amazon to look for a shampoo for dry scalp and this was the first one that came up. It had SO many good reviews.  I read tons of them. I thought, ok let me give it a try.  I got the hair conditioner as well.  I used it for the first time today.  NO FLAKES!!  After one use!!  Once in a while I may get a slight twinge of an itch but it doesn’t even bother me.  I didn’t believe this was going to do anything for me since I had already tried so many other products.  After one wash I am so pleased.  I’ve been told the reason for this scalp irritation could be due to me slamming my head on that boat and there could actually be either nerve damage on my head or swelling under the skin that is effecting a lack of blood flow to the top of my scalp. So typical of my luck.  But this shampoo has helped with the discomfort in just one wash.  My hair feels so clean and soft.  I thought for sure the smell of the shampoo would have a strong unpleasant scent. It barely has a scent all and the little scent it has is quite pleasant.  I highly recommend this!!!  I cannot wait to use it a few more times to see if those little twinges of itch I am still feeling completely go away.  "
"117","Nizoral Anti-Dandruff Shampoo with 1% Ketoconazole, Fresh Scent, 7 Fl Oz","Maria Natalia","Reviewed in the United States on 5 March 2024","4.0 out of 5 stars","        Bought this after being referred to it by my mom. I've had an ongoing battle with dandruff for years now and have tried practically EVERYTHING! From Head&Shoulders to T-Gel and nothing has helped. This is a last ditch effort before going to a dermatologist for help. I've been using this for about 3 weeks and I use it about 4 times a week, I even let it sit on my scalp for about 2-3min before rinsing. So far my scalp has been less itchy and looks more hydrated, but I'm still dealing with dandruff just not as bad as it was. This product doesn't dry my hair like alot of other ones do, and for reference I have fine hair. The scent also isn't overpowering or off putting for me like T-gel or Selsun Blue is. Overall the product is helping just not completely eliminating my dandruff like I'd hoped. I will finish the bottle though and possibly purchase another in the future.  "
"118","Nizoral Anti-Dandruff Shampoo with 1% Ketoconazole, Fresh Scent, 7 Fl Oz","Jennifer Cerulli","Reviewed in the United States on 17 November 2023","4.0 out of 5 stars","        I’m not seeing visible dandruff flakes anymore after a week of usage which is a plus! That said, my scalp is still itchy every so often so I’m not 100% sure if this is fully working, but I’ll take the win of not being embarrassed by visible dandruff any day. The smell is pretty pleasant and it lathers well. I rinse 2x daily with it and am hoping the itching goes away altogether soon!  "
"119","Nizoral Anti-Dandruff Shampoo with 1% Ketoconazole, Fresh Scent, 7 Fl Oz","chenoa schott","Reviewed in the United States on 25 February 2024","4.0 out of 5 stars","        I got this when I started seeing dandruff. After about 4 uses, I started seeing the results. I would definitely recommend this to anyone who has dandruff issues. The scent is not the best, but is not bad either. Might not be very moisturizing. But again, very effective against dandruff.  "
"120","Nizoral Anti-Dandruff Shampoo with 1% Ketoconazole, Fresh Scent, 7 Fl Oz","CLA","Reviewed in the United States on 3 March 2024","4.0 out of 5 stars","        I gave this 4 stars for it does not work for the follicular dermatitis and itchy scalp as was claimed in writing....at least not on my scalp.  It probably is great for dandruff/flakiness, which it claims on the bottle, but dandruff/flakiness is not my problem.  So, I bought the Nizoral for Psoriasis instead which soothes my itchy scalp...and I don't have psoriasis either.  No one seems to know what I have for nothing shows up.  I personally think it is a drug reaction...a cancer drug.  No matter, the Nizoral for Psoriasis does the trick.  "
"121","Nizoral Anti-Dandruff Shampoo with 1% Ketoconazole, Fresh Scent, 7 Fl Oz","Guruprasad Panda","Reviewed in the United States on 4 March 2024","4.0 out of 5 stars","        I think this was a bit too watery however it worked for me I used it like twice per week It also makes your hair very dry after washing too so  oil your scalp after washing. I think its best that u start using this when u notice you have flakes it works well.  "
"122","Nizoral Anti-Dandruff Shampoo with 1% Ketoconazole, Fresh Scent, 7 Fl Oz","di2buydoodads","Reviewed in the United States on 12 February 2024","4.0 out of 5 stars","        Seems to be same as i remember it. No clue as to how effective it'll be. Will update once i've used for 2 weeks -ish, IF it works to reduce my body acne (as it did when used for such 10 years ago).  "
"123","Nizoral Anti-Dandruff Shampoo with 1% Ketoconazole, Fresh Scent, 7 Fl Oz","Kayanna","Reviewed in the United States on 27 February 2024","4.0 out of 5 stars","        I don’t love the scent or weird blue color, but this was really effective at knocking out my mild dandruff.  "
"124","Nizoral Anti-Dandruff Shampoo with 1% Ketoconazole, Fresh Scent, 7 Fl Oz","Kayanna","Reviewed in the United States on 21 February 2024","4.0 out of 5 stars",NA
"125","Nizoral Anti-Dandruff Shampoo with 1% Ketoconazole, Fresh Scent, 7 Fl Oz","Audrey","Reviewed in the United States on 9 March 2024","4.0 out of 5 stars",NA
"126","Shea Moisture Coconut and Hibiscus Curl and Shine Conditioner, 384 ml","Cliente Kindle","Reviewed in Australia on 16 April 2023","4.5 out of 5 stars","        Good quality, good smell, works really well with afro hair.  "
"127","Shea Moisture Coconut and Hibiscus Curl and Shine Conditioner, 384 ml","Eva","Reviewed in Australia on 4 March 2024","5.0 out of 5 stars","        The Coconut and Hibiscus range I find work wonders for my hair. The smell is also amazing. I bought with the Shampoo and the manukahoney mask.  "
"128","Shea Moisture Coconut and Hibiscus Curl and Shine Conditioner, 384 ml","Cliente Kindle","Reviewed in Australia on 16 April 2023","3.0 out of 5 stars","        Love this conditioner so much! I’ve always put shea in my curly hair so when I saw this, I knew I had to try it. Didn’t disappoint! My hair feels SO soft and it’s never looked so healthy!  "
"129","Shea Moisture Coconut and Hibiscus Curl and Shine Conditioner, 384 ml","Amazon Customer","Reviewed in Australia on 22 April 2020","5.0 out of 5 stars","        I can't use the pump/bottle so put the conditioner in other bottles.  "
"130","Shea Moisture Coconut and Hibiscus Curl and Shine Conditioner, 384 ml","Brayden & Emery","Reviewed in Australia on 19 July 2023","5.0 out of 5 stars",""
"131","Shea Moisture Coconut and Hibiscus Curl and Shine Conditioner, 384 ml","Amazon Customer","Reviewed in Australia on 7 February 2024","5.0 out of 5 stars","        The moisture after one use of the product is worth purchasing. I have long and very thick hair so this product actually really helped with the smoothness and richness of my hair. I do have to say my hair did get oily after two days so this may be the cause as it does have great oils in it. So if you are looking for something with natural products but may result in washing your hair alot more during the week then this is for you :)  "
"132","Shea Moisture Coconut and Hibiscus Curl and Shine Conditioner, 384 ml","laura","Reviewed in Australia on 25 August 2021","4.0 out of 5 stars","        Smells great and is a great conditioner for my curly hair. Cheaper to buy in priceline, but avoiding the shops now :)  "
"133","Shea Moisture Coconut and Hibiscus Curl and Shine Conditioner, 384 ml","laura","Reviewed in Australia on 4 March 2024","5.0 out of 5 stars","        great product, lovely thick conditioner  "
"134","Shea Moisture Coconut and Hibiscus Curl and Shine Conditioner, 384 ml","Eva","Reviewed in Australia on 22 April 2020","5.0 out of 5 stars","        The ingredients listed on website are not the ingredients on the label. Unfortunately I have an allergic type reaction to synthetics fragrances. So can't be near this  "
"135","Shea Moisture Coconut and Hibiscus Curl and Shine Conditioner, 384 ml","Gayathri","Reviewed in Australia on 29 March 2021","3.0 out of 5 stars","        No pump came with the package. Only a bottle with spring hanging out.  "
"136","Shea Moisture Coconut and Hibiscus Curl and Shine Conditioner, 384 ml","murphyfiona","Reviewed in Australia on 23 February 2023","5.0 out of 5 stars",NA
"137","Shea Moisture Coconut and Hibiscus Curl and Shine Conditioner, 384 ml","samantha stiles","Reviewed in Australia on 15 July 2023","5.0 out of 5 stars",NA
"138","Shea Moisture Coconut and Hibiscus Curl and Shine Conditioner, 384 ml","Cliente Kindle","Reviewed in Australia on 16 April 2023","4.5 out of 5 stars","        I can't use the pump/bottle so put the conditioner in other bottles.  "
"139","Shea Moisture Coconut and Hibiscus Curl and Shine Conditioner, 384 ml","Eva","Reviewed in Australia on 4 March 2024","5.0 out of 5 stars","      Da subito ho notato che i capelli erano più ""leggeri"" e idratati    "
"140","Shea Moisture Coconut and Hibiscus Curl and Shine Conditioner, 384 ml","Amazon Customer","Reviewed in Australia on 7 February 2024","3.0 out of 5 stars","        A very nice product, that really does miracles for your curls.Almost no frizz and nice firlm curls.It smells pretty strong, but its a nice smell.  "
"141","Shea Moisture Coconut and Hibiscus Curl and Shine Conditioner, 384 ml","Alex Pedretti","Reviewed in Italy on 13 January 2024","4.0 out of 5 stars","      Ich bin wirklich zufrieden mit dem Produkt. Ich habe einen Mix aus Wellen und Locken und meine Haare sind eher fein und leicht. Am meisten gefällt mir der Duft, den man selbst noch nach 3 Tagen riecht, lecker nach Kokosnuss. Es pflegt auch definitiv die Haare und macht sie in meinem Fall geschmeidiger und weicher. Also weniger definiert.. aber das gefällt mir. Sie sind danach schön griffig und gefühlt auch irgendwie dicker. Dennoch ziehe ich einen Punkt ab, weil das hier nun mal auch kein Wundermittel ist, wie man es sich vielleicht erhofft. Man hat danach natürlich nicht die super glänzenden Haare wie aus einer Werbung. Ich werde es dennoch nachbestellen, weil es natürliche Inhaltsstoffe hat und für mich vollkommen ausreicht. Wenn ich am Ende noch etwas Jojobaöl in die Haare gebe, bin ich zufrieden. Die perfekten Haare bekomme ich vermutlich doch nur mit Hilfe von Hitze :P    "
"142","Shea Moisture Coconut and Hibiscus Curl and Shine Conditioner, 384 ml","Jenny Eriksen","Reviewed in the United Kingdom on 22 March 2015","4.0 out of 5 stars","        In this Social media age, Shea Shampoo has made their strong base, heard a lot of good things from Various influence rs  as well. So i gave it a try. Smells like heaven not too heavy . But i am not sure is fragrance good for conditioner. works moderately good. Packaging is good ( it leaked a little when i received it like a drop). so i would not recommend it.  "
"143","Shea Moisture Coconut and Hibiscus Curl and Shine Conditioner, 384 ml","Diana","Reviewed in Germany on 2 April 2021","4.0 out of 5 stars","        I’m only giving 4 stars at the moment cuz I’ve only used it once so far. But SO FAR - so good! I love the smell, it’s so rich feeling, and made my hair overall soft and fresh after I was done in the shower. I have type 3a/3b and it definitely defined them for only the first use! I strongly recommend if you’re looking for a soothing and great smelling condition 🙏🏼  "
"144","Shea Moisture Coconut and Hibiscus Curl and Shine Conditioner, 384 ml","Shama Perveen","Reviewed in India on 17 August 2020","4.0 out of 5 stars","      Mes cheveux sont  Ultra tres secs depuis mi 2020...J'ai tout essayé en vain et on dirait de la paille.Les 2 coiffeurs que je voyais n'ont rien fait pour moi, et les soins conseillés n'ont rien donné.Une coiffeuse à domicile m'a fait un soin à la maison ultra hydratant et m'a donné des conseils efficaces et m'a conseillé cettr gamme et c'est vraiment différent....Alors tres Cher oui... mais efficace.j'ai le shampooing et l'après shampooing et le gel soufflé.Mes cheveux sont moins secs et surtout j'ai retrouvé mez ondulations voire qq boucles!    "
"145","Shea Moisture Coconut and Hibiscus Curl and Shine Conditioner, 384 ml","Abigail","Reviewed in the United States on 29 August 2023","4.0 out of 5 stars","        I'm on my 2nd bottle of this conditioner. The bottle/pump are a bit annoying, as it pumps out the conditioner really slowly. I'm a dude with less-than-shoulder-length hair, and I have to pump it 30+ times just to get the right amount of conditioner.My first bottle, the pump got stuck when I was about 2/3 done the conditioner, and it's too thick to pour, so I had to cut the bottle open to not waste any. The 2nd bottle I just got today, the pump was stuck from the , so again I had to cut it open.I greatly recommend using this conditioner if you want luscious curls, but be prepared to struggle with actually accessing the conditioner inside the bottle.  "
"146","Shea Moisture Coconut and Hibiscus Curl and Shine Conditioner, 384 ml","MP","Reviewed in France on 7 July 2023","4.0 out of 5 stars","      El pedido no llegó a mi domicilio, tuve que buscarlo en correos. Venía bien envuelto, un plástico cubría la botella. Ya lo he usado 2 veces al acondicionador y el perfume que tiene es ríquisimo. La textura se desliza muy fácil por la mano y tengo que tener cuidado de no tirar el producto o que se adhiera bien al pelo. Espero que la botella me dure 2 meses o 3 con el precio que tiene. Estoy haciendo el método curly y es muy pronto para ver un cambio. Por ejemplo cuando me lavo sólo con acondicionador me siento el pelo suave pero cuando utilizo shampoo + acondicionador se me ve muy seco, una escoba parece. Aunque he leido que al principio pasa eso. Creo que es muy pronto para dar una buena opinión.    "
"147","Shea Moisture Coconut and Hibiscus Curl and Shine Conditioner, 384 ml","V115","Reviewed in Canada on 30 November 2020","4.0 out of 5 stars","      Deja suave y mas manejable el cabello    "
"148","Shea Moisture Coconut and Hibiscus Curl and Shine Conditioner, 384 ml","V115","Reviewed in Spain on 6 June 2020","4.0 out of 5 stars",NA
"149","Shea Moisture Coconut and Hibiscus Curl and Shine Conditioner, 384 ml","Vajaro","Reviewed in Mexico on 21 July 2023","4.0 out of 5 stars",NA
"150","Shea Moisture Coconut and Hibiscus Curl and Shine Conditioner, 384 ml","Vajaro",NA,"4.0 out of 5 stars",NA
"151","Garnier Fructis, 3-in-1 Hair Mask, Smoothing & Hydrating, Hair Food Macadamia, 390ml","Robert","Reviewed in Australia on 11 October 2022","4.6 out of 5 stars","        For the price I think this product is great. I don't think it is the best product for my hair type - I have very dry 2c hair that is prone to frizz, and will sometimes go into actual curls. This product is too heavy for me, but it works well as a leave in treatment or mask every now and then. It would probably work better for people with hair that is thicker, more porous, and curlier than mine.  "
"152","Garnier Fructis, 3-in-1 Hair Mask, Smoothing & Hydrating, Hair Food Macadamia, 390ml","Yvonne A.","Reviewed in Australia on 5 September 2023","5.0 out of 5 stars","        I love that its natural and does hydrate my hair.  "
"153","Garnier Fructis, 3-in-1 Hair Mask, Smoothing & Hydrating, Hair Food Macadamia, 390ml","Sophia","Reviewed in Australia on 14 June 2023","3.0 out of 5 stars","        I bought this as I wanted to find a product which will repair damage on the hairSo far I love the scent of this product and it does really soften my hairSo far Im noticing a really great effect on my hair and worth this review  "
"154","Garnier Fructis, 3-in-1 Hair Mask, Smoothing & Hydrating, Hair Food Macadamia, 390ml","Erin Trimble","Reviewed in Australia on 12 June 2023","4.0 out of 5 stars","        Made in Germany. It works well, like any good conditioner should but the fragrance is a little too strong. In trying to sell itself as a natural product, parfum should not be one of its ingredients. Maybe mildly scented with essential oils would be a better option. I like it in a tub as I don't waste any, unlike those that come in a dispenser.  "
"155","Garnier Fructis, 3-in-1 Hair Mask, Smoothing & Hydrating, Hair Food Macadamia, 390ml","Dan G","Reviewed in Australia on 25 February 2022","4.0 out of 5 stars","        It's got a nice subtle smell, it's quite a thick mixture, you don't need much. I do find if I don't rince it all out properly then it can leave my hair quite greasy, so I tend to avoid using it as a leave in conditioner. Doesn't really help with frizzyness.  "
"156","Garnier Fructis, 3-in-1 Hair Mask, Smoothing & Hydrating, Hair Food Macadamia, 390ml","Mims","Reviewed in Australia on 30 July 2020","4.0 out of 5 stars","        I use it every alternative just after sampoo. Easy to use and my hair gives shine ✨. Loved it  "
"157","Garnier Fructis, 3-in-1 Hair Mask, Smoothing & Hydrating, Hair Food Macadamia, 390ml","Toni","Reviewed in Australia on 14 November 2020","4.0 out of 5 stars","        Use after every wash, adds softness.  "
"158","Garnier Fructis, 3-in-1 Hair Mask, Smoothing & Hydrating, Hair Food Macadamia, 390ml","Rima","Reviewed in Australia on 11 August 2021","4.0 out of 5 stars","        The scent is strong but it works .  "
"159","Garnier Fructis, 3-in-1 Hair Mask, Smoothing & Hydrating, Hair Food Macadamia, 390ml","Michael Pocock","Reviewed in Australia on 15 November 2021","4.0 out of 5 stars","        really like the hair food thanks I received all of my orders.  "
"160","Garnier Fructis, 3-in-1 Hair Mask, Smoothing & Hydrating, Hair Food Macadamia, 390ml","Aussie","Reviewed in Australia on 3 June 2021","4.0 out of 5 stars","        Nourishment to your hair..doesnt feel oily even after the second day hair for me..its a good product  "
"161","Garnier Fructis, 3-in-1 Hair Mask, Smoothing & Hydrating, Hair Food Macadamia, 390ml","Apelu","Reviewed in Australia on 6 October 2019","4.0 out of 5 stars",NA
"162","Garnier Fructis, 3-in-1 Hair Mask, Smoothing & Hydrating, Hair Food Macadamia, 390ml","Suranu","Reviewed in Australia on 13 May 2019","4.0 out of 5 stars",NA
"163","Garnier Fructis, 3-in-1 Hair Mask, Smoothing & Hydrating, Hair Food Macadamia, 390ml","Robert","Reviewed in Australia on 11 October 2022","4.6 out of 5 stars","        Garnier Fructis Watermelon Scented Shampoo Soap and Cream 3-in-1 Conditioner - True honest October 2022 review by an Aussie guy too embarrassed to tell his mates about it. The smell of this soap is divine. It's also true what it says on the box, one soap bar will last as long as 2 bottles of shampoo. In my opinion it will last longer because once you wet your hair in the shower, you only have to move the soap over your hair a couple of times and it lathers up very thick and frothy. It might last me at least a year or more! Very little goes a long way. It cleans my hair really well and I finish it off with the matching tub of 3-in-1 Watermelon scented creme Conditioner, which also smells great. Just the same as the soap, you only need a small amount of the conditioning cream and it works into your hair well and afterleaving it in for a minuteI can tell my hair feels fine and silky smooth whilst washing it out.  I reckon it will last me over a year too! My fine hair dries soft and light, not oily, and I can smell my own hair all day. I thoroughly recommend both products as a set.  "
"164","Garnier Fructis, 3-in-1 Hair Mask, Smoothing & Hydrating, Hair Food Macadamia, 390ml","Yvonne A.","Reviewed in Australia on 5 September 2023","5.0 out of 5 stars","        Made my hair feel soft.  "
"165","Garnier Fructis, 3-in-1 Hair Mask, Smoothing & Hydrating, Hair Food Macadamia, 390ml","Robert","Reviewed in Australia on 11 October 2022","3.0 out of 5 stars","        For the price I think this product is great. I don't think it is the best product for my hair type - I have very dry 2c hair that is prone to frizz, and will sometimes go into actual curls. This product is too heavy for me, but it works well as a leave in treatment or mask every now and then. It would probably work better for people with hair that is thicker, more porous, and curlier than mine.  "
"166","Garnier Fructis, 3-in-1 Hair Mask, Smoothing & Hydrating, Hair Food Macadamia, 390ml","Robert","Reviewed in Australia on 26 September 2023","5.0 out of 5 stars","        Great stuff and washes out easy.  "
"167","Garnier Fructis, 3-in-1 Hair Mask, Smoothing & Hydrating, Hair Food Macadamia, 390ml","Mrs. Rusky","Reviewed in Australia on 14 June 2023","5.0 out of 5 stars","        Love this product, use it regularly for myself and 2yr old daughter as leave in conditioner. Makes hair super healthy, defined but not heavy / oily. Smells heavenly! Now my main go to for hair conditioner  "
"168","Garnier Fructis, 3-in-1 Hair Mask, Smoothing & Hydrating, Hair Food Macadamia, 390ml","Sophia","Reviewed in Australia on 11 January 2024","5.0 out of 5 stars","        Love this product leaves your hair so soft and healthy  "
"169","Garnier Fructis, 3-in-1 Hair Mask, Smoothing & Hydrating, Hair Food Macadamia, 390ml","Simon","Reviewed in Australia on 27 February 2024","4.0 out of 5 stars","        i use this in the shower a the same time as conditioner or seperately as a hair mask and i absolutely love it, it makes your hair so soft and smells amazing!  "
"170","Garnier Fructis, 3-in-1 Hair Mask, Smoothing & Hydrating, Hair Food Macadamia, 390ml","welcome distractions","Reviewed in Australia on 28 October 2023","5.0 out of 5 stars","        Nothing amazing about this productI have thick curly hair, probably get a better result with flaxseed oil  "
"171","Garnier Fructis, 3-in-1 Hair Mask, Smoothing & Hydrating, Hair Food Macadamia, 390ml","Michelle","Reviewed in Australia on 23 April 2023","5.0 out of 5 stars","        A great detangler, when depression has me by the chokehold, and I cannot brush my hair for a week, I know I have this product to help me with the matting, and makes it easy.  "
"172","Garnier Fructis, 3-in-1 Hair Mask, Smoothing & Hydrating, Hair Food Macadamia, 390ml","charlotte :)","Reviewed in Australia on 5 September 2023","5.0 out of 5 stars","        daughter loves it  "
"173","Garnier Fructis, 3-in-1 Hair Mask, Smoothing & Hydrating, Hair Food Macadamia, 390ml","Yvonne A.","Reviewed in Australia on 14 November 2023","5.0 out of 5 stars",NA
"174","Garnier Fructis, 3-in-1 Hair Mask, Smoothing & Hydrating, Hair Food Macadamia, 390ml","jamie blay","Reviewed in Australia on 26 November 2023","3.0 out of 5 stars",NA
"175","Garnier Fructis, 3-in-1 Hair Mask, Smoothing & Hydrating, Hair Food Macadamia, 390ml","Kathy Coleman",NA,"5.0 out of 5 stars",NA
"176","UGREEN USB C Cable Type C to USB A Fast Charger Nylon Braided Cord Compatible with iPhone 15 Pro Max, Samsung Galaxy S22 S23 Note 20 10, LG G8 G7 V40, GoPro Hero, Switch, Motorola Moto, Nokia(0.5M)","Brad","Reviewed in Australia on 26 February 2024","4.6 out of 5 stars","        This product is well made and does he job.  "
"177","UGREEN USB C Cable Type C to USB A Fast Charger Nylon Braided Cord Compatible with iPhone 15 Pro Max, Samsung Galaxy S22 S23 Note 20 10, LG G8 G7 V40, GoPro Hero, Switch, Motorola Moto, Nokia(0.5M)","C Welsh","Reviewed in Australia on 16 November 2023","5.0 out of 5 stars","        Great length and sturdy cord.  "
